"City","State","Year","Victim.Count","County"
"Mcpherson","KS",2007,1,"Mcpherson"
"Montgomery","KS",2007,1,"Montgomery"
"Pawnee","KS",2007,1,"Pawnee"
"Reno","KS",2007,1,"Reno"
"Riley","KS",2007,3,"Riley"
"Russell","KS",2007,1,"Russell"
"Sedgwick","KS",2007,43,"Sedgwick"
"Seward","KS",2007,1,"Seward"
"Shawnee","KS",2007,13,"Shawnee"
"Wyandotte","KS",2007,21,"Wyandotte"
"Barren","KY",2007,2,"Barren"
"Boone","KY",2007,1,"Boone"
"Bourbon","KY",2007,1,"Bourbon"
"Bullitt","KY",2007,3,"Bullitt"
"Campbell","KY",2007,7,"Campbell"
"Carroll","KY",2007,1,"Carroll"
"Carter","KY",2007,1,"Carter"
"Christian","KY",2007,2,"Christian"
"Clark","KY",2007,1,"Clark"
"Clay","KY",2007,1,"Clay"
"Daviess","KY",2007,3,"Daviess"
"Fayette","KY",2007,16,"Fayette"
"Franklin","KY",2007,71,"Franklin"
"Fulton","KY",2007,1,"Fulton"
"Graves","KY",2007,1,"Graves"
"Greenup","KY",2007,1,"Greenup"
"Hardin","KY",2007,3,"Hardin"
"Henderson","KY",2007,2,"Henderson"
"Jefferson","KY",2007,78,"Jefferson"
"Kenton","KY",2007,1,"Kenton"
"Laurel","KY",2007,4,"Laurel"
"Madison","KY",2007,1,"Madison"
"Mason","KY",2007,1,"Mason"
"Mccracken","KY",2007,1,"Mccracken"
"Meade","KY",2007,1,"Meade"
"Montgomery","KY",2007,1,"Montgomery"
"Muhlenberg","KY",2007,1,"Muhlenberg"
"Nelson","KY",2007,3,"Nelson"
"Oldham","KY",2007,1,"Oldham"
"Pulaski","KY",2007,2,"Pulaski"
"Scott","KY",2007,2,"Scott"
"Simpson","KY",2007,1,"Simpson"
"Spencer","KY",2007,1,"Spencer"
"Warren","KY",2007,1,"Warren"
"Ascension","LA",2007,7,"Ascension"
"Beauregard","LA",2007,3,"Beauregard"
"Bossier","LA",2007,3,"Bossier"
"Caddo","LA",2007,44,"Caddo"
"Calcasieu","LA",2007,11,"Calcasieu"
"Cameron","LA",2007,1,"Cameron"
"Concordia","LA",2007,1,"Concordia"
"De Soto","LA",2007,2,"De Soto"
"East Baton Rouge","LA",2007,104,"East Baton Rouge"
"East Carroll","LA",2007,1,"East Carroll"
"East Feliciana","LA",2007,1,"East Feliciana"
"Evangeline","LA",2007,1,"Evangeline"
"Iberville","LA",2007,16,"Iberville"
"Jefferson","LA",2007,63,"Jefferson"
"Jefferson Davis","LA",2007,4,"Jefferson Davis"
"Lafayette","LA",2007,20,"Lafayette"
"Lafourche","LA",2007,1,"Lafourche"
"Lincoln","LA",2007,5,"Lincoln"
"Livingston","LA",2007,9,"Livingston"
"Madison","LA",2007,6,"Madison"
"Morehouse","LA",2007,1,"Morehouse"
"Orleans","LA",2007,219,"Orleans"
"Ouachita","LA",2007,3,"Ouachita"
"Plaquemines","LA",2007,2,"Plaquemines"
"Pointe Coupee","LA",2007,4,"Pointe Coupee"
"Rapides","LA",2007,9,"Rapides"
"Sabine","LA",2007,1,"Sabine"
"St Bernard","LA",2007,1,"St Bernard"
"St Charles","LA",2007,3,"St Charles"
"St James","LA",2007,3,"St James"
"St John The Baptist","LA",2007,7,"St John The Baptist"
"St Landry","LA",2007,1,"St Landry"
"St Martin","LA",2007,2,"St Martin"
"St Mary","LA",2007,3,"St Mary"
"St Tammany","LA",2007,10,"St Tammany"
"Tangipahoa","LA",2007,14,"Tangipahoa"
"Terrebonne","LA",2007,12,"Terrebonne"
"Union","LA",2007,1,"Union"
"Vermilion","LA",2007,4,"Vermilion"
"Vernon","LA",2007,1,"Vernon"
"Washington","LA",2007,6,"Washington"
"Webster","LA",2007,1,"Webster"
"West Baton Rouge","LA",2007,3,"West Baton Rouge"
"West Feliciana","LA",2007,2,"West Feliciana"
"Barnstable","MA",2007,2,"Barnstable"
"Berkshire","MA",2007,1,"Berkshire"
"Bristol","MA",2007,11,"Bristol"
"Essex","MA",2007,16,"Essex"
"Franklin","MA",2007,5,"Franklin"
"Hampden","MA",2007,29,"Hampden"
"Middlesex","MA",2007,14,"Middlesex"
"Norfolk","MA",2007,9,"Norfolk"
"Plymouth","MA",2007,13,"Plymouth"
"Suffolk","MA",2007,72,"Suffolk"
"Worcester","MA",2007,18,"Worcester"
"Anne Arundel","MD",2007,25,"Anne Arundel"
"Baltimore","MD",2007,41,"Baltimore"
"Baltimore City","MD",2007,295,"Baltimore City"
"Calvert","MD",2007,3,"Calvert"
"Carroll","MD",2007,2,"Carroll"
"Cecil","MD",2007,6,"Cecil"
"Charles","MD",2007,4,"Charles"
"Dorchester","MD",2007,5,"Dorchester"
"Frederick","MD",2007,16,"Frederick"
"Harford","MD",2007,8,"Harford"
"Howard","MD",2007,5,"Howard"
"Montgomery","MD",2007,29,"Montgomery"
"Prince Georges","MD",2007,143,"Prince Georges"
"St Marys","MD",2007,1,"St Marys"
"Washington","MD",2007,8,"Washington"
"Wicomico","MD",2007,5,"Wicomico"
"Worcester","MD",2007,1,"Worcester"
"Androscoggin","ME",2007,5,"Androscoggin"
"Aroostook","ME",2007,1,"Aroostook"
"Cumberland","ME",2007,3,"Cumberland"
"Hancock","ME",2007,1,"Hancock"
"Kennebec","ME",2007,3,"Kennebec"
"Lincoln","ME",2007,2,"Lincoln"
"Oxford","ME",2007,2,"Oxford"
"Penobscot","ME",2007,3,"Penobscot"
"Somerset","ME",2007,2,"Somerset"
"Waldo","ME",2007,1,"Waldo"
"York","ME",2007,3,"York"
"Alcona","MI",2007,2,"Alcona"
"Allegan","MI",2007,5,"Allegan"
"Barry","MI",2007,3,"Barry"
"Bay","MI",2007,3,"Bay"
"Branch","MI",2007,4,"Branch"
"Calhoun","MI",2007,8,"Calhoun"
"Cass","MI",2007,3,"Cass"
"Chippewa","MI",2007,2,"Chippewa"
"Clare","MI",2007,1,"Clare"
"Clinton","MI",2007,1,"Clinton"
"Delta","MI",2007,1,"Delta"
"Genesee","MI",2007,39,"Genesee"
"Gogebic","MI",2007,1,"Gogebic"
"Grand Traverse","MI",2007,1,"Grand Traverse"
"Huron","MI",2007,1,"Huron"
"Ingham","MI",2007,21,"Ingham"
"Isabella","MI",2007,1,"Isabella"
"Jackson","MI",2007,2,"Jackson"
"Kalamazoo","MI",2007,19,"Kalamazoo"
"Kent","MI",2007,23,"Kent"
"Lenawee","MI",2007,1,"Lenawee"
"Livingston","MI",2007,3,"Livingston"
"Macomb","MI",2007,30,"Macomb"
"Manistee","MI",2007,2,"Manistee"
"Mason","MI",2007,2,"Mason"
"Monroe","MI",2007,1,"Monroe"
"Montcalm","MI",2007,4,"Montcalm"
"Muskegon","MI",2007,1,"Muskegon"
"Newaygo","MI",2007,2,"Newaygo"
"Oakland","MI",2007,33,"Oakland"
"Osceola","MI",2007,1,"Osceola"
"Otsego","MI",2007,1,"Otsego"
"Ottawa","MI",2007,1,"Ottawa"
"Roscommon","MI",2007,2,"Roscommon"
"Saginaw","MI",2007,12,"Saginaw"
"St Joseph","MI",2007,3,"St Joseph"
"Van Buren","MI",2007,4,"Van Buren"
"Washtenaw","MI",2007,7,"Washtenaw"
"Wayne","MI",2007,456,"Wayne"
"Aitkin","MN",2007,1,"Aitkin"
"Anoka","MN",2007,4,"Anoka"
"Becker","MN",2007,1,"Becker"
"Blue Earth","MN",2007,1,"Blue Earth"
"Carver","MN",2007,1,"Carver"
"Chippewa","MN",2007,1,"Chippewa"
"Cottonwood","MN",2007,1,"Cottonwood"
"Crow Wing","MN",2007,1,"Crow Wing"
"Dakota","MN",2007,2,"Dakota"
"Douglas","MN",2007,2,"Douglas"
"Faribault","MN",2007,1,"Faribault"
"Hennepin","MN",2007,59,"Hennepin"
"Kandiyohi","MN",2007,1,"Kandiyohi"
"Mille Lacs","MN",2007,1,"Mille Lacs"
"Mower","MN",2007,1,"Mower"
"Olmsted","MN",2007,2,"Olmsted"
"Polk","MN",2007,1,"Polk"
"Ramsey","MN",2007,21,"Ramsey"
"Scott","MN",2007,1,"Scott"
"Sherburne","MN",2007,2,"Sherburne"
"St Louis","MN",2007,4,"St Louis"
"Starns","MN",2007,1,"Starns"
"Waseca","MN",2007,2,"Waseca"
"Washington","MN",2007,1,"Washington"
"Wright","MN",2007,1,"Wright"
"Barry","MO",2007,3,"Barry"
"Barton","MO",2007,1,"Barton"
"Bollinger","MO",2007,2,"Bollinger"
"Boone","MO",2007,4,"Boone"
"Buchanan","MO",2007,2,"Buchanan"
"Butler","MO",2007,2,"Butler"
"Callaway","MO",2007,1,"Callaway"
"Camden","MO",2007,2,"Camden"
"Cape Girardeau","MO",2007,3,"Cape Girardeau"
"Cass","MO",2007,3,"Cass"
"Christian","MO",2007,1,"Christian"
"Clay","MO",2007,6,"Clay"
"Clinton","MO",2007,2,"Clinton"
"Cole","MO",2007,2,"Cole"
"Crawford","MO",2007,1,"Crawford"
"Dallas","MO",2007,1,"Dallas"
"Dent","MO",2007,1,"Dent"
"Douglas","MO",2007,1,"Douglas"
"Franklin","MO",2007,2,"Franklin"
"Greene","MO",2007,7,"Greene"
"Henry","MO",2007,1,"Henry"
"Howard","MO",2007,2,"Howard"
"Jackson","MO",2007,113,"Jackson"
"Jasper","MO",2007,2,"Jasper"
"Jefferson","MO",2007,3,"Jefferson"
"Laclede","MO",2007,2,"Laclede"
"Macon","MO",2007,1,"Macon"
"Mcdonald","MO",2007,1,"Mcdonald"
"Miller","MO",2007,3,"Miller"
"New Madrid","MO",2007,2,"New Madrid"
"Newton","MO",2007,9,"Newton"
"Nodaway","MO",2007,2,"Nodaway"
"Ozark","MO",2007,1,"Ozark"
"Perry","MO",2007,2,"Perry"
"Pettis","MO",2007,3,"Pettis"
"Platte","MO",2007,1,"Platte"
"Polk","MO",2007,2,"Polk"
"Pulaski","MO",2007,3,"Pulaski"
"Scott","MO",2007,2,"Scott"
"Shannon","MO",2007,1,"Shannon"
"St Charles","MO",2007,4,"St Charles"
"St Francois","MO",2007,1,"St Francois"
"St Louis","MO",2007,42,"St Louis"
"St Louis City","MO",2007,148,"St Louis City"
"St. Genevieve","MO",2007,1,"St. Genevieve"
"Stne","MO",2007,1,"Stne"
"Taney","MO",2007,2,"Taney"
"Texas","MO",2007,2,"Texas"
"Adams","MS",2007,5,"Adams"
"Attala","MS",2007,3,"Attala"
"Bolivar","MS",2007,2,"Bolivar"
"Chickasaw","MS",2007,2,"Chickasaw"
"Clay","MS",2007,2,"Clay"
"Coahoma","MS",2007,5,"Coahoma"
"Desoto","MS",2007,1,"Desoto"
"Forrest","MS",2007,2,"Forrest"
"Grenada","MS",2007,5,"Grenada"
"Hancock","MS",2007,1,"Hancock"
"Harrison","MS",2007,7,"Harrison"
"Hinds","MS",2007,46,"Hinds"
"Jackson","MS",2007,10,"Jackson"
"Jones","MS",2007,4,"Jones"
"Lafayette","MS",2007,1,"Lafayette"
"Lauderdale","MS",2007,4,"Lauderdale"
"Lee","MS",2007,1,"Lee"
"Leflore","MS",2007,4,"Leflore"
"Lincoln","MS",2007,2,"Lincoln"
"Lowndes","MS",2007,4,"Lowndes"
"Madison","MS",2007,9,"Madison"
"Pearl River","MS",2007,1,"Pearl River"
"Pike","MS",2007,2,"Pike"
"Rankin","MS",2007,4,"Rankin"
"Sunflower","MS",2007,2,"Sunflower"
"Tate","MS",2007,1,"Tate"
"Tippah","MS",2007,3,"Tippah"
"Tunica","MS",2007,3,"Tunica"
"Union","MS",2007,1,"Union"
"Warren","MS",2007,7,"Warren"
"Washington","MS",2007,9,"Washington"
"Winston","MS",2007,1,"Winston"
"Cascade","MT",2007,2,"Cascade"
"Chouteau","MT",2007,2,"Chouteau"
"Flathead","MT",2007,2,"Flathead"
"Lake","MT",2007,2,"Lake"
"Lincoln","MT",2007,1,"Lincoln"
"Missoula","MT",2007,1,"Missoula"
"Roosevelt","MT",2007,1,"Roosevelt"
"Sheridan","MT",2007,1,"Sheridan"
"Silver Bow","MT",2007,1,"Silver Bow"
"Yellowstone","MT",2007,2,"Yellowstone"
"Alamance","NC",2007,7,"Alamance"
"Alexander","NC",2007,3,"Alexander"
"Anson","NC",2007,2,"Anson"
"Beaufort","NC",2007,4,"Beaufort"
"Bladen","NC",2007,1,"Bladen"
"Brunswick","NC",2007,7,"Brunswick"
"Buncombe","NC",2007,18,"Buncombe"
"Burke","NC",2007,8,"Burke"
"Cabarrus","NC",2007,9,"Cabarrus"
"Caldwell","NC",2007,3,"Caldwell"
"Caswell","NC",2007,3,"Caswell"
"Catawba","NC",2007,10,"Catawba"
"Chatham","NC",2007,3,"Chatham"
"Cherokee","NC",2007,1,"Cherokee"
"Chowan","NC",2007,2,"Chowan"
"Cleveland","NC",2007,2,"Cleveland"
"Columbus","NC",2007,5,"Columbus"
"Craven","NC",2007,2,"Craven"
"Cumberland","NC",2007,30,"Cumberland"
"Currituck","NC",2007,1,"Currituck"
"Dare","NC",2007,1,"Dare"
"Davidson","NC",2007,4,"Davidson"
"Davie","NC",2007,4,"Davie"
"Duplin","NC",2007,4,"Duplin"
"Durham","NC",2007,7,"Durham"
"Edgecombe","NC",2007,2,"Edgecombe"
"Forsyth","NC",2007,24,"Forsyth"
"Franklin","NC",2007,2,"Franklin"
"Gaston","NC",2007,10,"Gaston"
"Granville","NC",2007,1,"Granville"
"Guilford","NC",2007,89,"Guilford"
"Halifax","NC",2007,8,"Halifax"
"Harnett","NC",2007,9,"Harnett"
"Haywood","NC",2007,3,"Haywood"
"Henderson","NC",2007,2,"Henderson"
"Hertford","NC",2007,2,"Hertford"
"Iredell","NC",2007,8,"Iredell"
"Jackson","NC",2007,1,"Jackson"
"Johnston","NC",2007,6,"Johnston"
"Jones","NC",2007,1,"Jones"
"Lee","NC",2007,6,"Lee"
"Lenoir","NC",2007,2,"Lenoir"
"Lincoln","NC",2007,3,"Lincoln"
"Martin","NC",2007,2,"Martin"
"Mcdowell","NC",2007,2,"Mcdowell"
"Mecklenburg","NC",2007,83,"Mecklenburg"
"Montgomery","NC",2007,1,"Montgomery"
"Moore","NC",2007,3,"Moore"
"Nash","NC",2007,18,"Nash"
"New Hanover","NC",2007,13,"New Hanover"
"Northampton","NC",2007,3,"Northampton"
"Onslow","NC",2007,11,"Onslow"
"Orange","NC",2007,5,"Orange"
"Pasquotank","NC",2007,2,"Pasquotank"
"Pender","NC",2007,1,"Pender"
"Perquimans","NC",2007,1,"Perquimans"
"Person","NC",2007,1,"Person"
"Pitt","NC",2007,17,"Pitt"
"Randolph","NC",2007,7,"Randolph"
"Richmond","NC",2007,7,"Richmond"
"Robeson","NC",2007,12,"Robeson"
"Rockingham","NC",2007,5,"Rockingham"
"Rowan","NC",2007,5,"Rowan"
"Rutherford","NC",2007,1,"Rutherford"
"Sampson","NC",2007,4,"Sampson"
"Scotland","NC",2007,4,"Scotland"
"Stnly","NC",2007,2,"Stnly"
"Surry","NC",2007,1,"Surry"
"Transylvania","NC",2007,4,"Transylvania"
"Union","NC",2007,2,"Union"
"Vance","NC",2007,8,"Vance"
"Wake","NC",2007,32,"Wake"
"Washington","NC",2007,1,"Washington"
"Wayne","NC",2007,19,"Wayne"
"Wilkes","NC",2007,3,"Wilkes"
"Wilson","NC",2007,8,"Wilson"
"Yadkin","NC",2007,2,"Yadkin"
"Barnes","ND",2007,1,"Barnes"
"Burleigh","ND",2007,2,"Burleigh"
"Cass","ND",2007,3,"Cass"
"Grand Forks","ND",2007,1,"Grand Forks"
"Ramsey","ND",2007,1,"Ramsey"
"Ward","ND",2007,3,"Ward"
"Wells","ND",2007,2,"Wells"
"Dakota","NE",2007,1,"Dakota"
"Dawson","NE",2007,1,"Dawson"
"Douglas","NE",2007,1,"Douglas"
"Gage","NE",2007,1,"Gage"
"Hall","NE",2007,5,"Hall"
"Jefferson","NE",2007,1,"Jefferson"
"Lancaster","NE",2007,7,"Lancaster"
"Madison","NE",2007,2,"Madison"
"Sarpy","NE",2007,1,"Sarpy"
"Scotts Bluff","NE",2007,2,"Scotts Bluff"
"Seward","NE",2007,1,"Seward"
"Carroll","NH",2007,6,"Carroll"
"Hillsborough","NH",2007,6,"Hillsborough"
"Merrimack","NH",2007,1,"Merrimack"
"Rockingham","NH",2007,1,"Rockingham"
"Atlantic","NJ",2007,16,"Atlantic"
"Bergen","NJ",2007,6,"Bergen"
"Burlington","NJ",2007,7,"Burlington"
"Camden","NJ",2007,48,"Camden"
"Cape May","NJ",2007,1,"Cape May"
"Cumberland","NJ",2007,11,"Cumberland"
"Essex","NJ",2007,155,"Essex"
"Gloucester","NJ",2007,9,"Gloucester"
"Hudson","NJ",2007,26,"Hudson"
"Hunterdon","NJ",2007,1,"Hunterdon"
"Mercer","NJ",2007,26,"Mercer"
"Middlesex","NJ",2007,12,"Middlesex"
"Monmouth","NJ",2007,12,"Monmouth"
"Morris","NJ",2007,1,"Morris"
"Ocean","NJ",2007,9,"Ocean"
"Passaic","NJ",2007,17,"Passaic"
"Salem","NJ",2007,3,"Salem"
"Somerset","NJ",2007,6,"Somerset"
"Sussex","NJ",2007,1,"Sussex"
"Union","NJ",2007,23,"Union"
"Warren","NJ",2007,3,"Warren"
"Bernalillo","NM",2007,61,"Bernalillo"
"Catron","NM",2007,2,"Catron"
"Chaves","NM",2007,8,"Chaves"
"Curry","NM",2007,2,"Curry"
"Dona Ana","NM",2007,9,"Dona Ana"
"Eddy","NM",2007,4,"Eddy"
"Grant","NM",2007,3,"Grant"
"Lea","NM",2007,5,"Lea"
"Lincoln","NM",2007,1,"Lincoln"
"Los Alamos","NM",2007,1,"Los Alamos"
"Luna","NM",2007,4,"Luna"
"Mckinley","NM",2007,7,"Mckinley"
"Otero","NM",2007,3,"Otero"
"Quay","NM",2007,1,"Quay"
"Rio Arriba","NM",2007,2,"Rio Arriba"
"San Juan","NM",2007,15,"San Juan"
"San Miguel","NM",2007,2,"San Miguel"
"Sandoval","NM",2007,2,"Sandoval"
"Santa Fe","NM",2007,18,"Santa Fe"
"Sierra","NM",2007,1,"Sierra"
"Socorro","NM",2007,1,"Socorro"
"Taos","NM",2007,1,"Taos"
"Torrance","NM",2007,1,"Torrance"
"Valencia","NM",2007,10,"Valencia"
"Carson City City","NV",2007,1,"Carson City City"
"Churchill","NV",2007,1,"Churchill"
"Clark","NV",2007,171,"Clark"
"Elko","NV",2007,5,"Elko"
"Humboldt","NV",2007,1,"Humboldt"
"Lander","NV",2007,1,"Lander"
"Lyon","NV",2007,2,"Lyon"
"Nye","NV",2007,2,"Nye"
"Washoe","NV",2007,24,"Washoe"
"Albany","NY",2007,5,"Albany"
"Allegany","NY",2007,1,"Allegany"
"Broome","NY",2007,4,"Broome"
"Cattaraugus","NY",2007,1,"Cattaraugus"
"Chautauqua","NY",2007,1,"Chautauqua"
"Chemung","NY",2007,3,"Chemung"
"Chenango","NY",2007,3,"Chenango"
"Clinton","NY",2007,1,"Clinton"
"Columbia","NY",2007,1,"Columbia"
"Delaware","NY",2007,1,"Delaware"
"Dutchess","NY",2007,29,"Dutchess"
"Erie","NY",2007,57,"Erie"
"Franklin","NY",2007,1,"Franklin"
"Fulton","NY",2007,1,"Fulton"
"Greene","NY",2007,1,"Greene"
"Herkimer","NY",2007,1,"Herkimer"
"Jefferson","NY",2007,2,"Jefferson"
"Madison","NY",2007,2,"Madison"
"Monroe","NY",2007,53,"Monroe"
"Montgomery","NY",2007,1,"Montgomery"
"Nassau","NY",2007,24,"Nassau"
"New York","NY",2007,505,"New York"
"Niagara","NY",2007,3,"Niagara"
"Oneida","NY",2007,10,"Oneida"
"Onondaga","NY",2007,24,"Onondaga"
"Ontario","NY",2007,2,"Ontario"
"Orange","NY",2007,9,"Orange"
"Orleans","NY",2007,1,"Orleans"
"Otsego","NY",2007,1,"Otsego"
"Putnam","NY",2007,3,"Putnam"
"Rensselaer","NY",2007,3,"Rensselaer"
"Rockland","NY",2007,1,"Rockland"
"Schenectady","NY",2007,5,"Schenectady"
"St Lawrence","NY",2007,1,"St Lawrence"
"Stuben","NY",2007,2,"Stuben"
"Suffolk","NY",2007,30,"Suffolk"
"Ulster","NY",2007,3,"Ulster"
"Warren","NY",2007,2,"Warren"
"Washington","NY",2007,6,"Washington"
"Wayne","NY",2007,1,"Wayne"
"Westchester","NY",2007,22,"Westchester"
"Adams","OH",2007,1,"Adams"
"Allen","OH",2007,3,"Allen"
"Athens","OH",2007,1,"Athens"
"Brown","OH",2007,1,"Brown"
"Butler","OH",2007,9,"Butler"
"Clark","OH",2007,7,"Clark"
"Clermont","OH",2007,2,"Clermont"
"Coshocton","OH",2007,1,"Coshocton"
"Cuyahoga","OH",2007,125,"Cuyahoga"
"Darke","OH",2007,21,"Darke"
"Delaware","OH",2007,6,"Delaware"
"Erie","OH",2007,1,"Erie"
"Fairfield","OH",2007,3,"Fairfield"
"Franklin","OH",2007,90,"Franklin"
"Gallia","OH",2007,3,"Gallia"
"Greene","OH",2007,4,"Greene"
"Hamilton","OH",2007,75,"Hamilton"
"Hancock","OH",2007,2,"Hancock"
"Henry","OH",2007,1,"Henry"
"Huron","OH",2007,1,"Huron"
"Jefferson","OH",2007,3,"Jefferson"
"Lake","OH",2007,2,"Lake"
"Licking","OH",2007,4,"Licking"
"Lorain","OH",2007,11,"Lorain"
"Lucas","OH",2007,15,"Lucas"
"Mahoning","OH",2007,54,"Mahoning"
"Marion","OH",2007,2,"Marion"
"Montgomery","OH",2007,31,"Montgomery"
"Paulding","OH",2007,2,"Paulding"
"Pickaway","OH",2007,3,"Pickaway"
"Preble","OH",2007,2,"Preble"
"Richland","OH",2007,7,"Richland"
"Scioto","OH",2007,3,"Scioto"
"Strk","OH",2007,12,"Strk"
"Summit","OH",2007,23,"Summit"
"Trumbull","OH",2007,9,"Trumbull"
"Wayne","OH",2007,2,"Wayne"
"Williams","OH",2007,1,"Williams"
"Adair","OK",2007,1,"Adair"
"Beaver","OK",2007,1,"Beaver"
"Bryan","OK",2007,5,"Bryan"
"Caddo","OK",2007,1,"Caddo"
"Canadian","OK",2007,6,"Canadian"
"Carter","OK",2007,7,"Carter"
"Cherokee","OK",2007,6,"Cherokee"
"Choctaw","OK",2007,2,"Choctaw"
"Cleveland","OK",2007,9,"Cleveland"
"Comanche","OK",2007,10,"Comanche"
"Creek","OK",2007,3,"Creek"
"Custer","OK",2007,2,"Custer"
"Delaware","OK",2007,8,"Delaware"
"Dewey","OK",2007,1,"Dewey"
"Garfield","OK",2007,3,"Garfield"
"Garvin","OK",2007,3,"Garvin"
"Greer","OK",2007,1,"Greer"
"Harmon","OK",2007,1,"Harmon"
"Hughes","OK",2007,1,"Hughes"
"Jackson","OK",2007,1,"Jackson"
"Kay","OK",2007,3,"Kay"
"Le Flore","OK",2007,1,"Le Flore"
"Logan","OK",2007,1,"Logan"
"Major","OK",2007,1,"Major"
"Mayes","OK",2007,1,"Mayes"
"Mcclain","OK",2007,1,"Mcclain"
"Mccurtain","OK",2007,5,"Mccurtain"
"Mcintosh","OK",2007,1,"Mcintosh"
"Muskogee","OK",2007,6,"Muskogee"
"Noble","OK",2007,2,"Noble"
"Okfuskee","OK",2007,1,"Okfuskee"
"Oklahoma","OK",2007,73,"Oklahoma"
"Okmulgee","OK",2007,2,"Okmulgee"
"Osage","OK",2007,3,"Osage"
"Payne","OK",2007,2,"Payne"
"Pittsburg","OK",2007,4,"Pittsburg"
"Pontotoc","OK",2007,1,"Pontotoc"
"Pottawatomie","OK",2007,4,"Pottawatomie"
"Rogers","OK",2007,3,"Rogers"
"Seminole","OK",2007,1,"Seminole"
"Sequoyah","OK",2007,1,"Sequoyah"
"Texas","OK",2007,1,"Texas"
"Tulsa","OK",2007,67,"Tulsa"
"Wagoner","OK",2007,2,"Wagoner"
"Benton","OR",2007,2,"Benton"
"Clackamas","OR",2007,6,"Clackamas"
"Columbia","OR",2007,2,"Columbia"
"Crook","OR",2007,1,"Crook"
"Douglas","OR",2007,1,"Douglas"
"Jackson","OR",2007,3,"Jackson"
"Josephine","OR",2007,4,"Josephine"
"Klamath","OR",2007,9,"Klamath"
"Lake","OR",2007,1,"Lake"
"Lane","OR",2007,2,"Lane"
"Lincoln","OR",2007,2,"Lincoln"
"Linn","OR",2007,3,"Linn"
"Marion","OR",2007,4,"Marion"
"Multnomah","OR",2007,29,"Multnomah"
"Umatilla","OR",2007,6,"Umatilla"
"Washington","OR",2007,5,"Washington"
"Yamhill","OR",2007,2,"Yamhill"
"Allegheny","PA",2007,106,"Allegheny"
"Beaver","PA",2007,3,"Beaver"
"Berks","PA",2007,18,"Berks"
"Blair","PA",2007,4,"Blair"
"Bradford","PA",2007,8,"Bradford"
"Bucks","PA",2007,10,"Bucks"
"Cambria","PA",2007,3,"Cambria"
"Carbon","PA",2007,1,"Carbon"
"Centre","PA",2007,1,"Centre"
"Chester","PA",2007,8,"Chester"
"Clarion","PA",2007,1,"Clarion"
"Clearfield","PA",2007,2,"Clearfield"
"Clinton","PA",2007,1,"Clinton"
"Crawford","PA",2007,1,"Crawford"
"Cumberland","PA",2007,3,"Cumberland"
"Dauphin","PA",2007,22,"Dauphin"
"Delaware","PA",2007,41,"Delaware"
"Erie","PA",2007,8,"Erie"
"Fayette","PA",2007,10,"Fayette"
"Franklin","PA",2007,3,"Franklin"
"Fulton","PA",2007,1,"Fulton"
"Indiana","PA",2007,4,"Indiana"
"Lackawanna","PA",2007,3,"Lackawanna"
"Lancaster","PA",2007,17,"Lancaster"
"Lawrence","PA",2007,2,"Lawrence"
"Lebanon","PA",2007,1,"Lebanon"
"Lehigh","PA",2007,20,"Lehigh"
"Luzerne","PA",2007,13,"Luzerne"
"Lycoming","PA",2007,4,"Lycoming"
"Mifflin","PA",2007,3,"Mifflin"
"Monroe","PA",2007,7,"Monroe"
"Montgomery","PA",2007,10,"Montgomery"
"Northampton","PA",2007,17,"Northampton"
"Northumberland","PA",2007,1,"Northumberland"
"Perry","PA",2007,1,"Perry"
"Philadelphia","PA",2007,426,"Philadelphia"
"Pike","PA",2007,3,"Pike"
"Potter","PA",2007,1,"Potter"
"Schuylkill","PA",2007,6,"Schuylkill"
"Somerset","PA",2007,1,"Somerset"
"Venango","PA",2007,1,"Venango"
"Washington","PA",2007,5,"Washington"
"Wayne","PA",2007,4,"Wayne"
"Westmoreland","PA",2007,10,"Westmoreland"
"Wyoming","PA",2007,2,"Wyoming"
"York","PA",2007,19,"York"
"Kent","RI",2007,2,"Kent"
"Providence","RI",2007,17,"Providence"
"Abbeville","SC",2007,1,"Abbeville"
"Aiken","SC",2007,9,"Aiken"
"Allendale","SC",2007,2,"Allendale"
"Anderson","SC",2007,8,"Anderson"
"Bamberg","SC",2007,1,"Bamberg"
"Barnwell","SC",2007,3,"Barnwell"
"Beaufort","SC",2007,9,"Beaufort"
"Berkeley","SC",2007,11,"Berkeley"
"Charleston","SC",2007,50,"Charleston"
"Cherokee","SC",2007,2,"Cherokee"
"Chester","SC",2007,1,"Chester"
"Chesterfield","SC",2007,6,"Chesterfield"
"Clarendon","SC",2007,3,"Clarendon"
"Colleton","SC",2007,5,"Colleton"
"Darlington","SC",2007,53,"Darlington"
"Dillon","SC",2007,3,"Dillon"
"Dorchester","SC",2007,9,"Dorchester"
"Edgefield","SC",2007,2,"Edgefield"
"Fairfield","SC",2007,2,"Fairfield"
"Florence","SC",2007,15,"Florence"
"Georgetown","SC",2007,6,"Georgetown"
"Greenville","SC",2007,30,"Greenville"
"Greenwood","SC",2007,4,"Greenwood"
"Hampton","SC",2007,5,"Hampton"
"Horry","SC",2007,14,"Horry"
"Jasper","SC",2007,4,"Jasper"
"Kershaw","SC",2007,2,"Kershaw"
"Lancaster","SC",2007,3,"Lancaster"
"Laurens","SC",2007,9,"Laurens"
"Lee","SC",2007,2,"Lee"
"Lexington","SC",2007,11,"Lexington"
