"City","State","Year","Victim.Count","County"
"Marshall","WV",1987,1,"Marshall"
"Mason","WV",1987,4,"Mason"
"Mcdowell","WV",1987,4,"Mcdowell"
"Mercer","WV",1987,4,"Mercer"
"Mineral","WV",1987,1,"Mineral"
"Mingo","WV",1987,5,"Mingo"
"Monongalia","WV",1987,1,"Monongalia"
"Monroe","WV",1987,1,"Monroe"
"Ohio","WV",1987,2,"Ohio"
"Pleasants","WV",1987,1,"Pleasants"
"Pocahontas","WV",1987,1,"Pocahontas"
"Preston","WV",1987,1,"Preston"
"Raleigh","WV",1987,8,"Raleigh"
"Randolph","WV",1987,1,"Randolph"
"Ritchie","WV",1987,3,"Ritchie"
"Roane","WV",1987,2,"Roane"
"Summers","WV",1987,2,"Summers"
"Tucker","WV",1987,2,"Tucker"
"Upshur","WV",1987,1,"Upshur"
"Wayne","WV",1987,3,"Wayne"
"Wetzel","WV",1987,1,"Wetzel"
"Wood","WV",1987,4,"Wood"
"Wyoming","WV",1987,3,"Wyoming"
"Big Horn","WY",1987,1,"Big Horn"
"Carbon","WY",1987,1,"Carbon"
"Crook","WY",1987,1,"Crook"
"Fremont","WY",1987,1,"Fremont"
"Laramie","WY",1987,3,"Laramie"
"Natrona","WY",1987,1,"Natrona"
"Sublette","WY",1987,1,"Sublette"
"Sweetwater","WY",1987,1,"Sweetwater"
"Weston","WY",1987,1,"Weston"
"Anchorage","AK",1988,13,"Anchorage"
"Fairbanks North Str","AK",1988,1,"Fairbanks North Str"
"Juneau","AK",1988,15,"Juneau"
"Kenai Peninsula","AK",1988,1,"Kenai Peninsula"
"Baldwin","AL",1988,4,"Baldwin"
"Barbour","AL",1988,2,"Barbour"
"Blount","AL",1988,2,"Blount"
"Butler","AL",1988,6,"Butler"
"Calhoun","AL",1988,9,"Calhoun"
"Chambers","AL",1988,4,"Chambers"
"Cherokee","AL",1988,2,"Cherokee"
"Clarke","AL",1988,1,"Clarke"
"Coffee","AL",1988,3,"Coffee"
"Colbert","AL",1988,2,"Colbert"
"Coosa","AL",1988,4,"Coosa"
"Covington","AL",1988,1,"Covington"
"Crenshaw","AL",1988,2,"Crenshaw"
"Cullman","AL",1988,1,"Cullman"
"Dale","AL",1988,1,"Dale"
"Dallas","AL",1988,6,"Dallas"
"De Kalb","AL",1988,2,"De Kalb"
"Elmore","AL",1988,4,"Elmore"
"Escambia","AL",1988,1,"Escambia"
"Etowah","AL",1988,10,"Etowah"
"Franklin","AL",1988,2,"Franklin"
"Geneva","AL",1988,4,"Geneva"
"Hale","AL",1988,2,"Hale"
"Houston","AL",1988,5,"Houston"
"Jackson","AL",1988,7,"Jackson"
"Jefferson","AL",1988,125,"Jefferson"
"Lauderdale","AL",1988,3,"Lauderdale"
"Lee","AL",1988,5,"Lee"
"Limestone","AL",1988,2,"Limestone"
"Lowndes","AL",1988,3,"Lowndes"
"Macon","AL",1988,2,"Macon"
"Madison","AL",1988,21,"Madison"
"Marengo","AL",1988,3,"Marengo"
"Marshall","AL",1988,4,"Marshall"
"Mobile","AL",1988,53,"Mobile"
"Monroe","AL",1988,4,"Monroe"
"Montgomery","AL",1988,27,"Montgomery"
"Morgan","AL",1988,6,"Morgan"
"Perry","AL",1988,3,"Perry"
"Pickens","AL",1988,1,"Pickens"
"Pike","AL",1988,4,"Pike"
"Randolph","AL",1988,1,"Randolph"
"Russell","AL",1988,7,"Russell"
"Shelby","AL",1988,7,"Shelby"
"St Clair","AL",1988,3,"St Clair"
"Talladega","AL",1988,6,"Talladega"
"Tallapoosa","AL",1988,3,"Tallapoosa"
"Tuscaloosa","AL",1988,8,"Tuscaloosa"
"Walker","AL",1988,3,"Walker"
"Wilcox","AL",1988,1,"Wilcox"
"Arkansas","AR",1988,1,"Arkansas"
"Ashley","AR",1988,2,"Ashley"
"Baxter","AR",1988,2,"Baxter"
"Benton","AR",1988,1,"Benton"
"Bradley","AR",1988,1,"Bradley"
"Chicot","AR",1988,4,"Chicot"
"Clay","AR",1988,1,"Clay"
"Cleburne","AR",1988,1,"Cleburne"
"Columbia","AR",1988,4,"Columbia"
"Conway","AR",1988,1,"Conway"
"Craighead","AR",1988,4,"Craighead"
"Crittenden","AR",1988,13,"Crittenden"
"Cross","AR",1988,1,"Cross"
"Dallas","AR",1988,2,"Dallas"
"Desha","AR",1988,2,"Desha"
"Faulkner","AR",1988,6,"Faulkner"
"Fulton","AR",1988,2,"Fulton"
"Garland","AR",1988,11,"Garland"
"Grant","AR",1988,1,"Grant"
"Greene","AR",1988,5,"Greene"
"Hempstead","AR",1988,5,"Hempstead"
"Hot Spring","AR",1988,5,"Hot Spring"
"Independence","AR",1988,3,"Independence"
"Jefferson","AR",1988,11,"Jefferson"
"Johnson","AR",1988,2,"Johnson"
"Lafayette","AR",1988,1,"Lafayette"
"Lee","AR",1988,2,"Lee"
"Lincoln","AR",1988,1,"Lincoln"
"Lonoke","AR",1988,1,"Lonoke"
"Madison","AR",1988,1,"Madison"
"Miller","AR",1988,6,"Miller"
"Mississippi","AR",1988,10,"Mississippi"
"Monroe","AR",1988,6,"Monroe"
"Montgomery","AR",1988,1,"Montgomery"
"Nevada","AR",1988,2,"Nevada"
"Ouachita","AR",1988,3,"Ouachita"
"Perry","AR",1988,1,"Perry"
"Phillips","AR",1988,3,"Phillips"
"Polk","AR",1988,2,"Polk"
"Pope","AR",1988,2,"Pope"
"Pulaski","AR",1988,60,"Pulaski"
"Saline","AR",1988,1,"Saline"
"Scott","AR",1988,1,"Scott"
"Sebastian","AR",1988,4,"Sebastian"
"Sevier","AR",1988,4,"Sevier"
"Sharp","AR",1988,2,"Sharp"
"St Francis","AR",1988,5,"St Francis"
"Stne","AR",1988,2,"Stne"
"Union","AR",1988,2,"Union"
"Van Buren","AR",1988,1,"Van Buren"
"Washington","AR",1988,5,"Washington"
"White","AR",1988,1,"White"
"Woodruff","AR",1988,1,"Woodruff"
"Apache","AZ",1988,2,"Apache"
"Cochise","AZ",1988,5,"Cochise"
"Coconino","AZ",1988,3,"Coconino"
"Graham","AZ",1988,1,"Graham"
"La Paz","AZ",1988,5,"La Paz"
"Maricopa","AZ",1988,181,"Maricopa"
"Mohave","AZ",1988,8,"Mohave"
"Navajo","AZ",1988,4,"Navajo"
"Pima","AZ",1988,62,"Pima"
"Pinal","AZ",1988,22,"Pinal"
"Santa Cruz","AZ",1988,1,"Santa Cruz"
"Yavapai","AZ",1988,9,"Yavapai"
"Yuma","AZ",1988,6,"Yuma"
"Alameda","CA",1988,166,"Alameda"
"Alpine","CA",1988,1,"Alpine"
"Butte","CA",1988,6,"Butte"
"Calaveras","CA",1988,8,"Calaveras"
"Colusa","CA",1988,1,"Colusa"
"Contra Costa","CA",1988,75,"Contra Costa"
"Del Norte","CA",1988,5,"Del Norte"
"El Dorado","CA",1988,6,"El Dorado"
"Fresno","CA",1988,70,"Fresno"
"Humboldt","CA",1988,10,"Humboldt"
"Imperial","CA",1988,10,"Imperial"
"Inyo","CA",1988,2,"Inyo"
"Kern","CA",1988,72,"Kern"
"Kings","CA",1988,4,"Kings"
"Lake","CA",1988,4,"Lake"
"Lassen","CA",1988,2,"Lassen"
"Los Angeles","CA",1988,1433,"Los Angeles"
"Madera","CA",1988,8,"Madera"
"Marin","CA",1988,6,"Marin"
"Mariposa","CA",1988,4,"Mariposa"
"Mendocino","CA",1988,9,"Mendocino"
"Merced","CA",1988,7,"Merced"
"Modoc","CA",1988,1,"Modoc"
"Monterey","CA",1988,12,"Monterey"
"Napa","CA",1988,6,"Napa"
"Nevada","CA",1988,2,"Nevada"
"Orange","CA",1988,135,"Orange"
"Placer","CA",1988,11,"Placer"
"Plumas","CA",1988,1,"Plumas"
"Riverside","CA",1988,95,"Riverside"
"Sacramento","CA",1988,156,"Sacramento"
"San Benito","CA",1988,5,"San Benito"
"San Bernardino","CA",1988,148,"San Bernardino"
"San Diego","CA",1988,254,"San Diego"
"San Francisco","CA",1988,95,"San Francisco"
"San Joaquin","CA",1988,71,"San Joaquin"
"San Luis Obispo","CA",1988,3,"San Luis Obispo"
"San Mateo","CA",1988,31,"San Mateo"
"Santa Barbara","CA",1988,24,"Santa Barbara"
"Santa Clara","CA",1988,115,"Santa Clara"
"Santa Cruz","CA",1988,11,"Santa Cruz"
"Shasta","CA",1988,11,"Shasta"
"Sierra","CA",1988,1,"Sierra"
"Siskiyou","CA",1988,3,"Siskiyou"
"Solano","CA",1988,25,"Solano"
"Sonoma","CA",1988,20,"Sonoma"
"Stnislaus","CA",1988,18,"Stnislaus"
"Sutter","CA",1988,5,"Sutter"
"Tehama","CA",1988,4,"Tehama"
"Trinity","CA",1988,2,"Trinity"
"Tulare","CA",1988,32,"Tulare"
"Tuolumne","CA",1988,1,"Tuolumne"
"Ventura","CA",1988,28,"Ventura"
"Yolo","CA",1988,10,"Yolo"
"Yuba","CA",1988,3,"Yuba"
"Adams","CO",1988,19,"Adams"
"Alamosa","CO",1988,2,"Alamosa"
"Arapahoe","CO",1988,25,"Arapahoe"
"Archuleta","CO",1988,1,"Archuleta"
"Boulder","CO",1988,4,"Boulder"
"Costilla","CO",1988,1,"Costilla"
"Delta","CO",1988,1,"Delta"
"Denver","CO",1988,72,"Denver"
"Douglas","CO",1988,2,"Douglas"
"Eagle","CO",1988,2,"Eagle"
"El Paso","CO",1988,22,"El Paso"
"Fremont","CO",1988,2,"Fremont"
"Garfield","CO",1988,1,"Garfield"
"Gunnison","CO",1988,1,"Gunnison"
"Hinsdale","CO",1988,1,"Hinsdale"
"Huerfano","CO",1988,1,"Huerfano"
"Jefferson","CO",1988,12,"Jefferson"
"La Plata","CO",1988,3,"La Plata"
"Lake","CO",1988,1,"Lake"
"Larimer","CO",1988,6,"Larimer"
"Las Animas","CO",1988,1,"Las Animas"
"Lincoln","CO",1988,1,"Lincoln"
"Mesa","CO",1988,4,"Mesa"
"Moffat","CO",1988,6,"Moffat"
"Montezuma","CO",1988,1,"Montezuma"
"Morgan","CO",1988,2,"Morgan"
"Otero","CO",1988,1,"Otero"
"Park","CO",1988,1,"Park"
"Pueblo","CO",1988,4,"Pueblo"
"Routt","CO",1988,1,"Routt"
"Saguache","CO",1988,1,"Saguache"
"Teller","CO",1988,2,"Teller"
"Weld","CO",1988,5,"Weld"
"Fairfield","CT",1988,55,"Fairfield"
"Hartford","CT",1988,54,"Hartford"
"Middlesex","CT",1988,3,"Middlesex"
"New Haven","CT",1988,60,"New Haven"
"New London","CT",1988,6,"New London"
"Windham","CT",1988,3,"Windham"
"District Of Columbia","DC",1988,375,"District Of Columbia"
"Kent","DE",1988,3,"Kent"
"New Castle","DE",1988,30,"New Castle"
"Sussex","DE",1988,4,"Sussex"
"Atkinson","GA",1988,1,"Atkinson"
"Bacon","GA",1988,2,"Bacon"
"Baldwin","GA",1988,3,"Baldwin"
"Barrow","GA",1988,3,"Barrow"
"Bartow","GA",1988,1,"Bartow"
"Ben Hill","GA",1988,1,"Ben Hill"
"Bibb","GA",1988,19,"Bibb"
"Brooks","GA",1988,2,"Brooks"
"Butts","GA",1988,1,"Butts"
"Carroll","GA",1988,3,"Carroll"
"Catoosa","GA",1988,1,"Catoosa"
"Chatham","GA",1988,27,"Chatham"
"Chattooga","GA",1988,1,"Chattooga"
"Cherokee","GA",1988,4,"Cherokee"
"Clarke","GA",1988,2,"Clarke"
"Clay","GA",1988,1,"Clay"
"Clayton","GA",1988,11,"Clayton"
"Cobb","GA",1988,31,"Cobb"
"Coffee","GA",1988,7,"Coffee"
"Colquitt","GA",1988,9,"Colquitt"
"Columbia","GA",1988,3,"Columbia"
"Cook","GA",1988,4,"Cook"
"Coweta","GA",1988,3,"Coweta"
"Crisp","GA",1988,2,"Crisp"
"Dade","GA",1988,2,"Dade"
"Dawson","GA",1988,1,"Dawson"
"De Kalb","GA",1988,55,"De Kalb"
"Decatur","GA",1988,1,"Decatur"
"Dooly","GA",1988,2,"Dooly"
"Dougherty","GA",1988,28,"Dougherty"
"Douglas","GA",1988,6,"Douglas"
"Early","GA",1988,1,"Early"
"Effingham","GA",1988,1,"Effingham"
"Elbert","GA",1988,2,"Elbert"
"Emanuel","GA",1988,4,"Emanuel"
"Fannin","GA",1988,1,"Fannin"
"Fayette","GA",1988,1,"Fayette"
"Floyd","GA",1988,8,"Floyd"
"Forsyth","GA",1988,3,"Forsyth"
"Franklin","GA",1988,2,"Franklin"
"Fulton","GA",1988,251,"Fulton"
"Glynn","GA",1988,6,"Glynn"
"Gordon","GA",1988,5,"Gordon"
"Grady","GA",1988,1,"Grady"
"Greene","GA",1988,2,"Greene"
"Gwinnett","GA",1988,2,"Gwinnett"
"Hall","GA",1988,4,"Hall"
"Hancock","GA",1988,1,"Hancock"
"Haralson","GA",1988,1,"Haralson"
"Harris","GA",1988,1,"Harris"
"Hart","GA",1988,1,"Hart"
"Henry","GA",1988,6,"Henry"
"Houston","GA",1988,7,"Houston"
"Jackson","GA",1988,1,"Jackson"
"Jasper","GA",1988,1,"Jasper"
"Jefferson","GA",1988,2,"Jefferson"
"Johnson","GA",1988,2,"Johnson"
"Jones","GA",1988,2,"Jones"
"Lamar","GA",1988,3,"Lamar"
"Lanier","GA",1988,2,"Lanier"
"Laurens","GA",1988,1,"Laurens"
"Liberty","GA",1988,4,"Liberty"
"Lincoln","GA",1988,1,"Lincoln"
"Long","GA",1988,1,"Long"
"Lowndes","GA",1988,12,"Lowndes"
"Lumpkin","GA",1988,1,"Lumpkin"
"Macon","GA",1988,2,"Macon"
"Mcduffie","GA",1988,1,"Mcduffie"
"Mitchell","GA",1988,2,"Mitchell"
"Monroe","GA",1988,1,"Monroe"
"Montgomery","GA",1988,1,"Montgomery"
"Murray","GA",1988,1,"Murray"
"Muscogee","GA",1988,21,"Muscogee"
"Newton","GA",1988,6,"Newton"
"Oglethorpe","GA",1988,1,"Oglethorpe"
"Pike","GA",1988,1,"Pike"
"Polk","GA",1988,1,"Polk"
"Pulaski","GA",1988,2,"Pulaski"
"Rabun","GA",1988,1,"Rabun"
"Richmond","GA",1988,32,"Richmond"
"Rockdale","GA",1988,3,"Rockdale"
"Spalding","GA",1988,13,"Spalding"
"Stphens","GA",1988,1,"Stphens"
"Stwart","GA",1988,1,"Stwart"
"Sumter","GA",1988,2,"Sumter"
"Tattnall","GA",1988,2,"Tattnall"
"Taylor","GA",1988,1,"Taylor"
"Telfair","GA",1988,1,"Telfair"
"Terrell","GA",1988,1,"Terrell"
"Thomas","GA",1988,5,"Thomas"
"Tift","GA",1988,7,"Tift"
"Toombs","GA",1988,3,"Toombs"
"Troup","GA",1988,9,"Troup"
"Union","GA",1988,1,"Union"
"Upson","GA",1988,2,"Upson"
"Walker","GA",1988,3,"Walker"
"Walton","GA",1988,6,"Walton"
"Ware","GA",1988,4,"Ware"
"Wayne","GA",1988,1,"Wayne"
"Wheeler","GA",1988,1,"Wheeler"
"White","GA",1988,1,"White"
"Whitfield","GA",1988,2,"Whitfield"
"Wilkes","GA",1988,3,"Wilkes"
"Wilkinson","GA",1988,1,"Wilkinson"
"Worth","GA",1988,3,"Worth"
"Hawaii","HI",1988,14,"Hawaii"
"Honolulu","HI",1988,29,"Honolulu"
"Kauai","HI",1988,3,"Kauai"
"Maui","HI",1988,1,"Maui"
"Appanoose","IA",1988,1,"Appanoose"
"Black Hawk","IA",1988,3,"Black Hawk"
"Carroll","IA",1988,1,"Carroll"
"Cass","IA",1988,1,"Cass"
"Cerro Gordo","IA",1988,2,"Cerro Gordo"
"Clayton","IA",1988,1,"Clayton"
"Clinton","IA",1988,2,"Clinton"
"Dallas","IA",1988,1,"Dallas"
"Dubuque","IA",1988,1,"Dubuque"
"Hardin","IA",1988,1,"Hardin"
"Jasper","IA",1988,2,"Jasper"
"Johnson","IA",1988,1,"Johnson"
"Linn","IA",1988,2,"Linn"
"Mahaska","IA",1988,1,"Mahaska"
"Montgomery","IA",1988,1,"Montgomery"
"Muscatine","IA",1988,1,"Muscatine"
"Polk","IA",1988,14,"Polk"
"Pottawattamie","IA",1988,3,"Pottawattamie"
"Scott","IA",1988,4,"Scott"
"Wapello","IA",1988,1,"Wapello"
"Washington","IA",1988,1,"Washington"
"Webster","IA",1988,2,"Webster"
"Woodbury","IA",1988,1,"Woodbury"
"Ada","ID",1988,7,"Ada"
"Adams","ID",1988,1,"Adams"
"Bannock","ID",1988,1,"Bannock"
"Bingham","ID",1988,2,"Bingham"
"Blaine","ID",1988,1,"Blaine"
"Bonner","ID",1988,13,"Bonner"
"Boundary","ID",1988,2,"Boundary"
"Canyon","ID",1988,5,"Canyon"
"Fremont","ID",1988,2,"Fremont"
"Idaho","ID",1988,2,"Idaho"
"Kootenai","ID",1988,1,"Kootenai"
"Lewis","ID",1988,1,"Lewis"
"Nez Perce","ID",1988,3,"Nez Perce"
"Owyhee","ID",1988,1,"Owyhee"
"Twin Falls","ID",1988,1,"Twin Falls"
"Adams","IL",1988,4,"Adams"
"Alexander","IL",1988,1,"Alexander"
"Boone","IL",1988,1,"Boone"
"Champaign","IL",1988,8,"Champaign"
"Christian","IL",1988,1,"Christian"
"Cook","IL",1988,781,"Cook"
"Dekalb","IL",1988,1,"Dekalb"
"Dupage","IL",1988,6,"Dupage"
"Fulton","IL",1988,1,"Fulton"
"Gallatin","IL",1988,1,"Gallatin"
"Grundy","IL",1988,2,"Grundy"
"Jackson","IL",1988,1,"Jackson"
"Jefferson","IL",1988,2,"Jefferson"
"Jersey","IL",1988,1,"Jersey"
"Kane","IL",1988,22,"Kane"
"Kankakee","IL",1988,9,"Kankakee"
"Knox","IL",1988,3,"Knox"
"La Salle","IL",1988,2,"La Salle"
"Lake","IL",1988,12,"Lake"
"Lee","IL",1988,1,"Lee"
"Macon","IL",1988,9,"Macon"
"Macoupin","IL",1988,1,"Macoupin"
"Madison","IL",1988,19,"Madison"
"Massac","IL",1988,2,"Massac"
"Mchenry","IL",1988,4,"Mchenry"
"Mclean","IL",1988,2,"Mclean"
"Peoria","IL",1988,5,"Peoria"
"Pike","IL",1988,1,"Pike"
"Pulaski","IL",1988,1,"Pulaski"
"Rock Island","IL",1988,2,"Rock Island"
"Sangamon","IL",1988,10,"Sangamon"
"St Clair","IL",1988,67,"St Clair"
"Stphenson","IL",1988,4,"Stphenson"
"Tazewell","IL",1988,3,"Tazewell"
"Union","IL",1988,1,"Union"
"Vermilion","IL",1988,3,"Vermilion"
"Will","IL",1988,21,"Will"
"Williamson","IL",1988,2,"Williamson"
"Winnebago","IL",1988,22,"Winnebago"
"Woodford","IL",1988,1,"Woodford"
"Allen","IN",1988,17,"Allen"
"Cass","IN",1988,1,"Cass"
"Clark","IN",1988,9,"Clark"
"Clay","IN",1988,4,"Clay"
"Crawford","IN",1988,1,"Crawford"
"Daviess","IN",1988,1,"Daviess"
"De Kalb","IN",1988,1,"De Kalb"
"Dearborn","IN",1988,1,"Dearborn"
"Delaware","IN",1988,8,"Delaware"
"Elkhart","IN",1988,4,"Elkhart"
"Floyd","IN",1988,1,"Floyd"
"Grant","IN",1988,3,"Grant"
"Greene","IN",1988,1,"Greene"
"Hamilton","IN",1988,4,"Hamilton"
"Henry","IN",1988,2,"Henry"
"Jackson","IN",1988,1,"Jackson"
"Jay","IN",1988,2,"Jay"
"Jefferson","IN",1988,2,"Jefferson"
"Johnson","IN",1988,1,"Johnson"
"Knox","IN",1988,1,"Knox"
"Kosciusko","IN",1988,1,"Kosciusko"
"La Porte","IN",1988,5,"La Porte"
"Lagrange","IN",1988,2,"Lagrange"
"Lake","IN",1988,80,"Lake"
"Lawrence","IN",1988,1,"Lawrence"
"Madison","IN",1988,3,"Madison"
"Marion","IN",1988,97,"Marion"
"Miami","IN",1988,2,"Miami"
"Monroe","IN",1988,3,"Monroe"
"Morgan","IN",1988,1,"Morgan"
"Newton","IN",1988,5,"Newton"
"Perry","IN",1988,1,"Perry"
"Pike","IN",1988,1,"Pike"
"Porter","IN",1988,1,"Porter"
"Pulaski","IN",1988,2,"Pulaski"
"Scott","IN",1988,2,"Scott"
"St Joseph","IN",1988,23,"St Joseph"
"Stuben","IN",1988,2,"Stuben"
"Sullivan","IN",1988,1,"Sullivan"
"Switzerland","IN",1988,1,"Switzerland"
"Tippecanoe","IN",1988,10,"Tippecanoe"
"Vanderburgh","IN",1988,10,"Vanderburgh"
"Vigo","IN",1988,2,"Vigo"
"Warrick","IN",1988,3,"Warrick"
"Washington","IN",1988,1,"Washington"
"White","IN",1988,1,"White"
"Whitley","IN",1988,1,"Whitley"
"Allen","KS",1988,1,"Allen"
"Anderson","KS",1988,1,"Anderson"
"Cherokee","KS",1988,2,"Cherokee"
"Finney","KS",1988,1,"Finney"
"Ford","KS",1988,2,"Ford"
"Geary","KS",1988,1,"Geary"
"Jefferson","KS",1988,1,"Jefferson"
"Johnson","KS",1988,5,"Johnson"
"Labette","KS",1988,1,"Labette"
"Leavenworth","KS",1988,1,"Leavenworth"
"Logan","KS",1988,1,"Logan"
"Lyon","KS",1988,1,"Lyon"
"Miami","KS",1988,1,"Miami"
"Mitchell","KS",1988,1,"Mitchell"
"Reno","KS",1988,2,"Reno"
"Saline","KS",1988,1,"Saline"
"Sedgwick","KS",1988,15,"Sedgwick"
"Acadia","LA",1988,1,"Acadia"
"Allen","LA",1988,4,"Allen"
"Avoyelles","LA",1988,1,"Avoyelles"
"Beauregard","LA",1988,2,"Beauregard"
"Bossier","LA",1988,7,"Bossier"
"Caddo","LA",1988,36,"Caddo"
"Calcasieu","LA",1988,14,"Calcasieu"
"Claiborne","LA",1988,3,"Claiborne"
"East Baton Rouge","LA",1988,36,"East Baton Rouge"
"Franklin","LA",1988,3,"Franklin"
"Grant","LA",1988,1,"Grant"
"Iberia","LA",1988,4,"Iberia"
"Iberville","LA",1988,4,"Iberville"
"Jackson","LA",1988,2,"Jackson"
"Jefferson","LA",1988,14,"Jefferson"
"Jefferson Davis","LA",1988,1,"Jefferson Davis"
"Lafayette","LA",1988,13,"Lafayette"
"Lafourche","LA",1988,3,"Lafourche"
"Lincoln","LA",1988,1,"Lincoln"
"Livingston","LA",1988,9,"Livingston"
"Madison","LA",1988,1,"Madison"
"Morehouse","LA",1988,1,"Morehouse"
"Natchitoches","LA",1988,2,"Natchitoches"
"Orleans","LA",1988,234,"Orleans"
"Ouachita","LA",1988,10,"Ouachita"
"Plaquemines","LA",1988,2,"Plaquemines"
"Rapides","LA",1988,5,"Rapides"
"Red River","LA",1988,1,"Red River"
"St Charles","LA",1988,2,"St Charles"
"St John The Baptist","LA",1988,1,"St John The Baptist"
"St Landry","LA",1988,8,"St Landry"
"St Martin","LA",1988,1,"St Martin"
"St Mary","LA",1988,3,"St Mary"
"St Tammany","LA",1988,5,"St Tammany"
"Terrebonne","LA",1988,9,"Terrebonne"
"Union","LA",1988,1,"Union"
"Vermilion","LA",1988,1,"Vermilion"
"Vernon","LA",1988,3,"Vernon"
"Washington","LA",1988,4,"Washington"
"Webster","LA",1988,1,"Webster"
"West Baton Rouge","LA",1988,1,"West Baton Rouge"
"Barnstable","MA",1988,1,"Barnstable"
"Berkshire","MA",1988,1,"Berkshire"
"Bristol","MA",1988,14,"Bristol"
"Essex","MA",1988,12,"Essex"
"Franklin","MA",1988,1,"Franklin"
"Hampden","MA",1988,12,"Hampden"
"Hampshire","MA",1988,4,"Hampshire"
"Middlesex","MA",1988,20,"Middlesex"
"Norfolk","MA",1988,6,"Norfolk"
"Plymouth","MA",1988,8,"Plymouth"
"Suffolk","MA",1988,66,"Suffolk"
"Worcester","MA",1988,12,"Worcester"
"Allegany","MD",1988,5,"Allegany"
"Anne Arundel","MD",1988,19,"Anne Arundel"
"Baltimore","MD",1988,29,"Baltimore"
"Baltimore City","MD",1988,243,"Baltimore City"
"Calvert","MD",1988,1,"Calvert"
"Carroll","MD",1988,4,"Carroll"
"Cecil","MD",1988,2,"Cecil"
"Charles","MD",1988,6,"Charles"
"Dorchester","MD",1988,2,"Dorchester"
"Frederick","MD",1988,5,"Frederick"
"Garrett","MD",1988,1,"Garrett"
"Harford","MD",1988,10,"Harford"
"Howard","MD",1988,2,"Howard"
"Kent","MD",1988,1,"Kent"
"Montgomery","MD",1988,23,"Montgomery"
"Prince Georges","MD",1988,110,"Prince Georges"
"Queen Annes","MD",1988,1,"Queen Annes"
"Somerset","MD",1988,1,"Somerset"
"St Marys","MD",1988,4,"St Marys"
"Talbot","MD",1988,2,"Talbot"
"Washington","MD",1988,4,"Washington"
"Wicomico","MD",1988,3,"Wicomico"
"Worcester","MD",1988,2,"Worcester"
"Androscoggin","ME",1988,5,"Androscoggin"
"Aroostook","ME",1988,3,"Aroostook"
"Cumberland","ME",1988,5,"Cumberland"
"Franklin","ME",1988,1,"Franklin"
"Hancock","ME",1988,2,"Hancock"
"Kennebec","ME",1988,1,"Kennebec"
"Oxford","ME",1988,3,"Oxford"
"Penobscot","ME",1988,17,"Penobscot"
"Sagadahoc","ME",1988,1,"Sagadahoc"
"Somerset","ME",1988,1,"Somerset"
"Washington","ME",1988,1,"Washington"
"York","ME",1988,4,"York"
"Alcona","MI",1988,1,"Alcona"
"Alger","MI",1988,1,"Alger"
"Allegan","MI",1988,3,"Allegan"
"Barry","MI",1988,4,"Barry"
"Benzie","MI",1988,1,"Benzie"
"Berrien","MI",1988,10,"Berrien"
"Branch","MI",1988,1,"Branch"
"Calhoun","MI",1988,11,"Calhoun"
"Cass","MI",1988,1,"Cass"
"Cheboygan","MI",1988,1,"Cheboygan"
"Clinton","MI",1988,1,"Clinton"
"Crawford","MI",1988,3,"Crawford"
"Eaton","MI",1988,1,"Eaton"
"Genesee","MI",1988,56,"Genesee"
"Hillsdale","MI",1988,1,"Hillsdale"
"Ingham","MI",1988,13,"Ingham"
"Ionia","MI",1988,3,"Ionia"
"Iosco","MI",1988,2,"Iosco"
"Isabella","MI",1988,2,"Isabella"
"Jackson","MI",1988,7,"Jackson"
"Kalamazoo","MI",1988,17,"Kalamazoo"
"Kent","MI",1988,29,"Kent"
"Lapeer","MI",1988,3,"Lapeer"
"Livingston","MI",1988,3,"Livingston"
"Mackinac","MI",1988,1,"Mackinac"
"Macomb","MI",1988,20,"Macomb"
"Marquette","MI",1988,3,"Marquette"
"Mason","MI",1988,1,"Mason"
"Menominee","MI",1988,13,"Menominee"
"Monroe","MI",1988,4,"Monroe"
"Montcalm","MI",1988,4,"Montcalm"
"Muskegon","MI",1988,4,"Muskegon"
"Oakland","MI",1988,45,"Oakland"
"Ogemaw","MI",1988,1,"Ogemaw"
"Otsego","MI",1988,2,"Otsego"
"Ottawa","MI",1988,1,"Ottawa"
"Saginaw","MI",1988,32,"Saginaw"
"Sanilac","MI",1988,1,"Sanilac"
"Schoolcraft","MI",1988,1,"Schoolcraft"
"St Clair","MI",1988,5,"St Clair"
"St Joseph","MI",1988,5,"St Joseph"
"Tuscola","MI",1988,1,"Tuscola"
"Van Buren","MI",1988,7,"Van Buren"
"Washtenaw","MI",1988,11,"Washtenaw"
"Wayne","MI",1988,744,"Wayne"
"Wexford","MI",1988,3,"Wexford"
"Aitkin","MN",1988,1,"Aitkin"
"Anoka","MN",1988,4,"Anoka"
"Cass","MN",1988,1,"Cass"
"Chisago","MN",1988,1,"Chisago"
"Crow Wing","MN",1988,3,"Crow Wing"
"Dakota","MN",1988,1,"Dakota"
"Dodge","MN",1988,3,"Dodge"
"Douglas","MN",1988,1,"Douglas"
"Faribault","MN",1988,1,"Faribault"
"Fillmore","MN",1988,1,"Fillmore"
"Goodhue","MN",1988,1,"Goodhue"
"Hennepin","MN",1988,77,"Hennepin"
"Itasca","MN",1988,2,"Itasca"
"Kandiyohi","MN",1988,1,"Kandiyohi"
"Kittson","MN",1988,2,"Kittson"
"Koochiching","MN",1988,1,"Koochiching"
"Mower","MN",1988,2,"Mower"
